34;14;逃走的木乃伊卡片;385;15;50;4;1;400;02050;
34;15;逃走的木乃伊卡片;385;15;60;4;1;400;02060;
34;16;逃走的木乃伊卡片;385;15;90;4;1;400;02090;
34;17;逃走的木乃伊卡片;385;15;120;4;1;400;02120;
34;18;逃走的木乃伊卡片;385;15;180;4;1;400;02180;
34;19;逃走的木乃伊卡片;385;15;240;4;1;400;02240;
35;0;迪塔爾的孩子卡片;385;33;1;5;1;800;11001;
35;1;迪塔爾的孩子卡片;385;33;2;5;1;800;11002;
35;2;潘達爾克卡片;385;36;1;5;1;800;17001;
35;3;潘達爾克卡片;385;36;2;5;1;800;17002;
36;0;哥布林卡片;384;2;20;1;1;100;01020;
36;1;哥布林卡片;384;2;40;2;1;200;01040;
36;2;哥布林卡片;384;2;60;3;1;300;01060;
36;3;哥布林卡片;385;2;80;4;1;400;01080;
36;4;哥布林卡片;385;2;100;4;1;400;01100;
36;5;哥布林卡片;385;2;120;4;1;400;01120;
36;6;哥布林卡片;385;2;180;4;1;400;01180;
36;7;哥布林卡片;385;2;240;4;1;400;01240;
36;8;哥布林卡片;385;2;360;4;1;400;01360;
36;9;哥布林卡片;385;2;480;4;1;400;01480;
36;10;逃走的木乃伊卡片;384;15;10;1;1;100;02010;
36;11;逃走的木乃伊卡片;384;15;20;2;1;200;02020;
36;12;逃走的木乃伊卡片;384;15;30;3;1;300;02030;
36;13;逃走的木乃伊卡片;385;15;40;4;1;400;02040;
36;14;逃走的木乃伊卡片;385;15;50;4;1;400;02050;
36;15;逃走的木乃伊卡片;385;15;60;4;1;400;02060;
36;16;逃走的木乃伊卡片;385;15;90;4;1;400;02090;
36;17;逃走的木乃伊卡片;385;15;120;4;1;400;02120;
36;18;逃走的木乃伊卡片;385;15;180;4;1;400;02180;
36;19;逃走的木乃伊卡片;385;15;240;4;1;400;02240;
34;20;迪塔勒之子S卡片;385;33;4;4;1;400;11004;
34;21;血之常春藤S卡片;385;35;6;4;1;400;38006;
34;22;沙漠之狼S4卡片;385;25;4;4;1;400;14004;
34;23;馬爾杜克S卡片;385;10;6;4;1;400;37006;
36;20;巨木魔像S卡片;385;24;6;4;1;400;13006;
36;21;野狼S卡片;385;21;6;4;1;400;22006;
36;22;大腳熊S卡片;385;17;6;4;1;400;23006;
36;23;綠洲摩卡S卡片;385;28;6;4;1;400;39006;
35;4;逃走的木乃伊S卡片;385;15;90;4;1;400;02090;
35;5;哥布靈S卡片;385;2;180;4;1;400;01180;
36;24;波利S卡片;385;8;6;4;1;400;20006;
36;25;迷你惡魔S卡片;385;18;6;4;1;400;27006;
33;9;巴風特S卡片;385;0;6;4;1;400;12006;
32;13;巨木魔像S卡片;385;24;6;4;1;400;13006;
32;14;綠洲摩卡S卡片;385;28;6;4;1;400;39005;
30;70;馬爾杜克S6武器卡片;385;10;6;4;1;400;37006;
30;71;血之常春藤S卡片;385;35;6;4;1;400;38006;
30;72;炎魔S卡片;385;34;4;4;1;400;36004;
35;6;巴風特S卡片;385;0;6;4;1;400;12006;
36;26;睡精靈S卡片;385;13;6;4;1;400;21006;
36;27;天使波利S卡片;385;7;6;4;1;400;26006;
33;10;巨木魔像S卡片;385;24;6;4;1;400;13006;
30;73;花蛇S卡片;385;22;6;4;1;400;25006;
30;74;馬爾杜克S卡片;385;10;3;4;1;400;05003;
33;11;巴風特S卡片;385;0;5;4;1;400;06005;
30;75;血之常春藤S卡片;385;35;3;4;1;400;08003;
30;76;哥布林S卡;385;2;3;4;1;400;07003;
30;77;綠洲摩卡S卡片;385;28;3;4;1;400;09003;
33;12;沙漠之狼S卡片;385;25;4;4;1;400;14004;
34;24;睡精靈S卡片;385;13;6;4;1;400;21006;
34;25;波利S卡片;385;8;6;4;1;400;20006;
36;28;月兔S卡片;385;14;6;4;1;400;24006;
36;29;青蛇s卡片;385;22;6;4;1;400;25006;
32;15;黃蜂哨兵卡;384;62;2;1;1;100;13002;
32;16;黃蜂哨兵卡;384;62;4;2;1;200;13004;
32;17;黃蜂哨兵卡;384;62;6;3;1;300;13006;
32;18;黃蜂哨兵卡;385;62;7;4;1;400;13007;
32;19;惡魔波利卡;384;42;2;1;1;100;39002;
32;20;惡魔波利卡;384;42;4;2;1;200;39004;
32;21;惡魔波利卡;384;42;6;3;1;300;39006;
32;22;惡魔波利卡;385;42;7;4;1;400;39007;
32;23;嗜血怪客卡;384;57;7;3;1;300;13007;
32;24;嗜血怪客卡;385;57;8;4;1;400;13008;
32;25;嗜血怪客卡;385;57;9;4;1;400;13009;
32;26;嗜血怪客s卡;385;57;10;5;1;800;13010;
32;27;飛行魔書卡;384;47;7;3;1;300;39007;
32;28;飛行魔書卡;385;47;8;4;1;400;39008;
32;29;飛行魔書卡;385;47;9;4;1;400;39009;
32;30;飛行魔書s卡;385;47;10;5;1;800;39010;
33;13;白鼠卡;384;70;3;2;1;200;12003;
33;14;白鼠卡;384;70;4;3;1;300;12004;
33;15;白鼠卡;385;70;5;4;1;400;12005;
33;16;白鼠s卡;385;70;6;5;1;800;12006;
33;17;惡靈卡;384;49;5;2;1;200;12005;
33;18;惡靈卡;384;49;6;3;1;300;12006;
33;19;惡靈卡;385;49;7;4;1;400;12007;
33;20;惡靈卡;385;49;8;5;1;400;12008;
33;21;迷幻之王卡;385;41;4;4;1;400;14004;
33;22;迷幻之王s卡;385;41;5;5;1;800;14005;
33;23;萬聖魔卡;384;69;2;3;1;300;14002;
33;24;萬聖魔卡;385;69;3;4;1;400;14003;
30;78;邪惡箱卡;384;54;4;1;1;100;27004;
30;79;邪惡箱卡;384;54;5;2;1;200;27005;
30;80;邪惡箱卡;384;54;6;3;1;300;27006;
30;81;邪惡箱卡;385;54;7;4;1;400;27007;
30;82;邪惡箱s卡;385;54;8;5;1;800;27008;
30;83;傀儡娃娃卡;384;52;4;1;1;100;24004;
30;84;傀儡娃娃卡;384;52;5;2;1;200;24005;
30;85;傀儡娃娃卡;384;52;6;3;1;300;24006;
30;86;傀儡娃娃卡;385;52;7;4;1;400;24007;
30;87;傀儡娃娃s卡;385;52;8;5;1;800;24008;
30;88;石頭波利卡;384;58;4;1;1;100;20004;
30;89;石頭波利卡;384;58;5;2;1;200;20005;
30;90;石頭波利卡;384;58;6;3;1;300;20006;
30;91;石頭波利卡;385;58;7;4;1;400;20007;
30;92;石頭波利s卡;385;58;8;5;1;800;20008;
30;93;鬼娃樹卡;384;65;4;1;1;100;21004;
30;94;鬼娃樹卡;384;65;5;2;1;200;21005;
30;95;鬼娃樹卡;384;65;6;3;1;300;21006;
30;96;鬼娃樹卡;385;65;7;4;1;400;21007;
30;97;鬼娃樹s卡;385;65;8;5;1;800;21008;
30;98;哥布林卡;384;37;4;1;1;100;22004;
30;99;哥布林卡;384;37;5;2;1;200;22005;
30;100;哥布林卡;384;37;6;3;1;300;22006;
30;101;哥布林卡;385;37;7;4;1;400;22007;
30;102;哥布林s卡;385;37;8;5;1;800;22008;
30;103;瘟疫卡;384;39;4;1;1;100;23004;
30;104;瘟疫卡;384;39;5;2;1;200;23005;
30;105;瘟疫卡;384;39;6;3;1;300;23006;
30;106;瘟疫卡;385;39;7;4;1;400;23007;
30;107;瘟疫s卡;385;39;8;5;1;800;23008;
30;108;黑蛇卡;384;60;4;1;1;100;25004;
30;109;黑蛇卡;384;60;5;2;1;200;25005;
30;110;黑蛇卡;384;60;6;3;1;300;25006;
30;111;黑蛇卡;385;60;7;4;1;400;25007;
30;112;黑蛇s卡;385;60;8;5;1;800;25008;
30;113;月光魔卡;384;46;5;1;1;100;37005;
30;114;月光魔卡;384;46;6;2;1;200;37006;
30;115;月光魔卡;384;46;7;3;1;300;37007;
30;116;月光魔卡;385;46;8;4;1;400;37008;
30;117;月光魔s卡;385;46;9;5;1;800;37009;
30;118;邪骸海盜卡;384;71;5;1;1;100;38005;
30;119;邪骸海盜卡;384;71;6;2;1;200;38006;
30;120;邪骸海盜卡;384;71;7;3;1;300;38007;
30;121;邪骸海盜卡;385;71;8;4;1;400;38008;
30;122;邪骸海盜s卡;385;71;9;5;1;800;38009;
30;123;榔頭犬妖卡;384;67;4;1;1;100;26004;
30;124;榔頭犬妖卡;384;67;5;2;1;200;26005;
30;125;榔頭犬妖卡;384;67;6;3;1;300;26006;
30;126;榔頭犬妖卡;385;67;7;4;1;400;26007;
30;127;榔頭犬妖卡;385;67;8;5;1;800;26008;
30;128;海盜之王卡;385;44;15;4;1;400;37015;
30;129;海盜之王s卡;385;44;16;5;1;800;37016;
30;130;無頭騎士卡;384;43;8;2;1;200;37008;
30;131;無頭騎士卡;384;43;9;3;1;300;37009;
30;132;無頭騎士卡;385;43;10;4;1;400;37010;
30;133;無頭騎士卡;385;43;11;4;1;400;37011;
30;134;無頭騎士s卡;385;43;12;5;1;800;37012;
30;135;卡利斯格卡;385;66;3;4;1;400;36003;
30;136;卡利斯格s卡;385;66;4;5;1;800;36004;
30;137;深淵騎士卡;385;59;15;4;1;400;38015;
30;138;深淵騎士s卡;385;59;16;5;1;800;38016;
35;7;南瓜幽靈卡;385;51;2;4;1;400;11002;
35;8;南瓜幽靈s卡;385;51;3;5;1;800;11003;
35;9;假面鬼卡;385;46;4;4;1;400;11004;
35;10;假面鬼s卡;385;46;5;5;1;800;11005;
35;11;幽靈劍士卡;384;48;140;1;1;100;02140;
35;12;幽靈劍士卡;384;48;150;2;1;200;02150;
35;13;幽靈劍士卡;384;48;160;3;1;300;02160;
35;14;幽靈劍士卡;385;48;170;4;1;400;02170;
35;15;幽靈劍士s卡;385;48;180;5;1;800;02180;
35;16;銀月魔女卡;385;50;6;4;1;400;11006;
35;17;銀月魔女s卡;385;50;7;5;1;800;11007;
31;24;狂暴蜂兵卡;384;62;3;1;1;100;32003;
31;25;狂暴蜂兵卡;384;62;4;2;1;200;32004;
31;26;狂暴蜂兵卡;384;62;5;3;1;300;32005;
31;27;狂暴蜂兵卡;385;62;6;4;1;400;32006;
31;28;狂暴蜂兵s卡;385;62;7;5;1;800;32007;
31;29;蟲蛹卡;384;68;3;1;1;100;28003;
31;30;蟲蛹卡;384;68;4;2;1;200;28004;
31;31;蟲蛹卡;384;68;5;3;1;300;28005;
31;32;蟲蛹卡;385;68;6;4;1;400;28006;
31;33;蟲蛹s卡;385;68;7;5;1;800;28007;
31;34;腐屍卡;384;63;3;1;1;100;30003;
31;35;腐屍卡;384;63;4;2;1;200;30004;
31;36;腐屍卡;384;63;5;3;1;300;30005;
31;37;腐屍卡;385;63;6;4;1;400;30006;
31;38;腐屍s卡;385;63;7;5;1;800;30007;
31;39;木乃伊卡;384;55;3;1;1;100;31003;
31;40;木乃伊卡;384;55;4;2;1;200;31004;
31;41;木乃伊卡;384;55;5;3;1;300;31005;
31;42;木乃伊卡;385;55;6;4;1;400;31006;
31;43;木乃伊s卡;385;55;7;5;1;800;31007;
31;44;魔鍋蛋卡;384;56;3;1;1;100;29003;
31;45;魔鍋蛋卡;384;56;4;2;1;200;29004;
31;46;魔鍋蛋卡;384;56;5;3;1;300;29005;
31;47;魔鍋蛋卡;385;56;6;4;1;400;29006;
31;48;魔鍋蛋s卡;385;56;7;5;1;800;29007;
31;49;大錘犬妖卡;384;67;3;1;1;100;35003;
31;50;大錘犬妖卡;384;67;4;2;1;200;35004;
31;51;大錘犬妖卡;384;67;5;3;1;300;35005;
31;52;大錘犬妖卡;385;67;6;4;1;400;35006;
31;53;大錘犬妖s卡;385;67;7;5;1;800;35007;
31;54;闇神官卡;384;45;3;1;1;100;34003;
31;55;闇神官卡;384;45;4;2;1;200;34004;
31;56;闇神官卡;384;45;5;3;1;300;34005;
31;57;闇神官卡;385;45;6;4;1;400;34006;
31;58;闇神官s卡;385;45;7;5;1;800;34007;
31;59;綠腐屍卡;384;39;3;1;1;100;33003;
31;60;綠腐屍卡;384;39;4;2;1;200;33004;
31;61;綠腐屍卡;384;39;5;3;1;300;33005;
31;62;綠腐屍卡;385;39;6;4;1;400;33006;
31;63;綠腐屍s卡;385;39;7;5;1;800;33007;
34;26;幽靈波利卡;384;38;140;1;1;100;01140;
34;27;幽靈波利卡;384;38;160;2;1;200;01160;
34;28;幽靈波利卡;384;38;180;3;1;300;01180;
34;29;幽靈波利卡;385;38;200;4;1;400;01200;
34;30;幽靈波利s卡;385;38;220;5;1;800;01220;
34;31;大斧犬妖卡;384;67;110;1;1;100;02110;
34;32;大斧犬妖卡;384;67;150;2;1;200;02150;
34;33;大斧犬妖卡;384;67;180;3;1;300;02180;
34;34;大斧犬妖卡;385;67;220;4;1;400;02220;
34;35;大斧犬妖s卡;385;67;250;5;1;800;02250;
34;36;愛麗絲卡;384;61;180;1;1;100;01180;
34;37;愛麗絲卡;384;61;260;2;1;200;01260;
34;38;愛麗絲卡;384;61;340;3;1;300;01340;
34;39;愛麗絲卡;385;61;400;4;1;400;01400;
34;40;愛麗絲s卡;385;61;440;5;1;800;01440;
34;41;黑暗之王卡;384;40;300;3;1;300;01300;
34;42;黑暗之王卡;385;40;320;4;1;400;01320;
34;43;黑暗之王s卡;385;40;500;5;1;800;01500;END;
