198;0;0;6;紫蝶波利;5;13;3;
199;12;1;0;藍瘋兔;5;13;3;
200;12;0;16;月兔;5;14;3;
201;2;0;4;咬花蘑菇;5;15;3;
202;8;0;0;天使波利;5;15;2;
203;4;2;0;狼;5;16;3;
204;3;0;15;食人花;5;17;2;
205;5;2;0;大腳熊;5;18;2;
206;4;2;0;飢餓的狼;5;19;3;
207;2;0;8;菸鬼蘑菇;5;20;2;
208;5;2;1;蜂蜜熊;5;21;2;
209;6;1;0;獸人戰士;5;22;2;
210;4;2;0;馴狼;5;23;3;
211;6;1;9;獸人狂戰士;5;24;2;
212;7;2;0;巨木魔像;5;25;2;
213;5;2;12;巨掌熊;5;26;3;
214;3;0;0;噬人花;5;27;2;
215;5;2;11;熊王;5;28;3;
216;15;1;0;巨獸人;5;29;3;
217;7;2;8;菸鬼巨木魔像;5;30;2;
218;20;0;0;蒼蠅;5;31;3;
219;21;1;0;青蛇;5;32;3;
220;22;1;0;摩卡;5;33;2;
221;23;1;0;蠍子;5;34;3;
222;16;2;0;獸人英雄;5;35;3;
223;4;2;0;傳奇狼;5;36;3;
224;22;1;4;咬花摩卡;5;36;2;
225;5;2;19;傳奇大腳熊;5;37;2;
226;7;2;19;傳奇巨石魔像;5;37;1;
227;6;1;19;傳奇獸人;5;38;3;
228;14;0;0;小惡魔;5;39;3;
229;15;1;23;傳奇巨獸人;5;40;3;
230;16;2;1;真獸人英雄;5;41;3;
231;10;2;19;幸福的巴風特;5;42;4;
232;9;0;0;褐方體惡魔;5;43;2;
233;13;1;17;鐮刀手;5;43;3;
234;10;2;0;巴風特;5;43;4;
235;17;0;0;溫柔草;0;1;1;
236;18;0;0;津津草;0;1;1;
237;19;0;0;希望之花;0;1;1;
238;44;0;0;闇之石;0;1;0;
239;65;0;0;石頭波利;1;38;3;
240;53;0;0;庫克雷;1;39;5;
241;38;0;0;綠腐屍;1;40;2;
242;47;0;0;鬼娃樹;1;41;3;
243;39;0;53;黃蜂哨兵;1;42;5;
244;66;0;0;白鼠;1;43;3;
245;65;0;58;石頭波利王;1;44;4;
246;48;0;0;哥布林;1;45;3;
247;48;0;0;哥布林戰士;1;46;4;
248;67;0;0;腐屍;1;47;2;
249;48;0;43;哥布林鬥士;1;48;4;
250;63;0;0;南瓜幽靈;1;49;3;
251;67;0;46;瘟疫;1;50;3;
252;37;0;0;幽靈波利;1;51;3;
253;38;0;47;幸福的綠腐屍;1;52;3;
254;30;0;0;假面鬼;1;53;3;
255;28;0;0;惡魔真菌;1;54;4;
256;53;0;63;堅硬庫克雷;1;55;5;
257;47;0;62;鬼娃樹長老;1;56;3;
258;54;0;0;魔鍋蛋;1;57;3;
259;25;0;0;黑蛇;1;58;3;
260;54;0;68;戲劇魔鍋蛋;1;59;3;
261;39;0;53;狂暴蜂兵;1;60;4;
262;59;0;0;骷髏守護者;1;61;3;
263;59;0;67;邪骸海盜;1;62;3;
264;66;0;65;狂暴鼠;1;63;5;
265;67;0;46;疫病腐屍;1;64;4;
266;59;0;67;骷髏軍官;1;65;3;
267;59;0;47;幸福的骷髏;1;66;3;
268;27;0;0;萬聖魔;1;67;4;
269;55;0;0;傀儡娃娃;1;68;4;
270;51;0;0;榔頭犬妖;1;69;4;
271;52;0;0;大錘犬妖;1;70;4;
272;50;0;0;大斧犬妖;1;71;4;
273;56;0;0;邪惡箱;1;72;4;
274;32;0;0;無頭騎士;1;73;3;
275;61;0;0;幽靈劍士;1;74;4;
276;61;0;53;幽靈警備兵;1;75;4;
277;61;0;52;幽靈騎士;1;76;4;
278;65;0;0;石頭波利;2;39;3;
279;53;0;0;庫克雷;2;40;5;
280;38;0;0;綠腐屍;2;41;2;
281;47;0;0;鬼娃樹;2;42;3;
282;39;0;53;黃蜂哨兵;2;43;5;
283;66;0;0;白鼠;2;44;3;
284;65;0;58;石頭波利王;2;45;4;
285;48;0;0;哥布林;2;46;3;
286;48;0;0;哥布林戰士;2;47;4;
287;67;0;0;腐屍;2;48;2;
288;48;0;43;哥布林鬥士;2;49;4;
289;63;0;0;南瓜幽靈;2;50;3;
290;67;0;46;瘟疫腐屍;2;51;3;
291;37;0;0;幽靈波利;2;52;3;
292;38;0;47;幸福的綠腐屍;2;53;3;
293;30;0;0;假面鬼;2;54;3;
294;28;0;0;惡魔真菌;2;55;4;
295;53;0;63;堅盾庫克雷;2;56;5;
296;47;0;62;鬼娃樹長老;2;57;3;
297;54;0;0;魔鍋蛋;2;58;3;
298;25;0;0;黑蛇;2;59;3;
299;54;0;68;戲劇魔鍋蛋;2;60;3;
300;39;0;53;狂暴蜂兵;2;61;4;
301;59;0;0;骷髏守護者;2;62;3;
302;59;0;67;邪骸海盜;2;63;3;
303;66;0;65;狂暴鼠;2;64;5;
304;67;0;46;疫病腐屍;2;65;4;
305;59;0;67;骷髏軍官;2;66;3;
306;59;0;47;幸福的骷髏;2;67;3;
307;27;0;0;萬聖魔;2;68;4;
308;55;0;0;傀儡娃娃;2;69;4;
309;51;0;0;榔頭犬妖;2;70;4;
310;52;0;0;大錘犬妖;2;71;4;
311;50;0;0;大斧犬妖;2;72;4;
312;56;0;0;邪惡箱;2;73;4;
313;32;0;0;無頭騎士;2;74;3;
314;61;0;0;幽靈劍士;2;75;4;
315;61;0;53;幽靈警備兵;2;76;4;
316;61;0;52;幽靈騎士;2;77;4;
317;65;0;0;石頭波利;3;40;3;
318;53;0;0;庫克雷;3;41;5;
319;38;0;0;綠腐屍;3;42;2;
320;47;0;0;鬼娃樹;3;43;3;
321;39;0;53;黃蜂哨兵;3;44;5;
322;66;0;0;白鼠;3;45;3;
323;65;0;58;石頭波利王;3;46;4;
324;48;0;0;哥布林;3;47;3;
325;48;0;0;哥布林戰士;3;48;4;
326;67;0;0;腐屍;3;49;2;
327;48;0;43;哥布林鬥士;3;50;4;
328;63;0;0;南瓜幽靈;3;51;3;
329;67;0;46;瘟疫腐屍;3;52;3;
330;37;0;0;幽靈波利;3;53;3;
331;38;0;47;幸福的綠腐屍;3;54;3;
332;30;0;0;假面鬼;3;55;3;
333;28;0;0;惡魔真菌;3;56;4;
334;53;0;63;堅盾庫克雷;3;57;5;
335;47;0;62;鬼娃樹長老;3;58;3;
336;54;0;0;魔鍋蛋;3;59;3;
337;25;0;0;黑蛇;3;60;3;
338;54;0;68;戲劇魔鍋蛋;3;61;3;
339;39;0;53;狂暴蜂兵;3;62;4;
340;59;0;0;骷髏守護者;3;63;3;
341;59;0;67;邪骸海盜;3;64;3;
342;66;0;65;狂暴鼠;3;65;5;
343;67;0;46;疫病腐屍;3;66;4;
344;59;0;67;骷髏軍官;3;67;3;
345;59;0;47;幸福的骷髏;3;68;3;
346;27;0;0;萬聖魔;3;69;4;
347;55;0;0;傀儡娃娃;3;70;4;
348;51;0;0;榔頭犬妖;3;71;4;
349;52;0;0;大錘犬妖;3;72;4;
350;50;0;0;大斧犬妖;3;73;4;
351;56;0;0;邪惡箱;3;74;4;
352;32;0;0;無頭騎士;3;75;3;
353;61;0;0;幽靈劍士;3;76;4;
354;61;0;53;幽靈警備兵;3;77;4;
355;61;0;52;幽靈騎士;3;78;4;
356;65;0;0;石頭波利;4;41;4;
357;53;0;0;庫克雷;4;42;4;
358;38;0;0;綠腐屍;4;43;4;
359;47;0;0;鬼娃樹;4;44;4;
360;39;0;53;黃蜂哨兵;4;45;4;
361;66;0;0;白鼠;4;46;4;
362;65;0;58;石頭波利王;4;47;4;
363;48;0;0;哥布林;4;48;4;
364;48;0;0;哥布林戰士;4;49;4;
365;67;0;0;腐屍;4;50;4;
366;48;0;43;哥布林鬥士;4;51;4;
367;63;0;0;南瓜幽靈;4;52;4;
368;67;0;46;瘟疫腐屍;4;53;4;
369;37;0;0;幽靈波利;4;54;4;
370;38;0;47;幸福的綠腐屍;4;55;4;
371;30;0;0;假面鬼;4;56;4;
372;28;0;0;惡魔真菌;4;57;4;
373;53;0;63;堅盾庫克雷;4;58;4;
374;47;0;62;鬼娃樹長老;4;59;4;
375;54;0;0;魔鍋蛋;4;60;4;
376;25;0;0;黑蛇;4;61;4;
377;54;0;68;戲劇魔鍋蛋;4;62;4;
378;39;0;53;狂暴蜂兵;4;63;4;
379;59;0;0;骷髏守護者;4;64;4;
380;59;0;67;邪骸海盜;4;65;3;
381;66;0;65;狂暴鼠;4;66;3;
382;67;0;46;疫病腐屍;4;67;3;
383;59;0;67;骷髏軍官;4;68;3;
384;59;0;47;幸福的骷髏;4;69;3;
385;27;0;0;萬聖魔;4;70;3;
386;55;0;0;傀儡娃娃;4;71;3;
387;51;0;0;榔頭犬妖;4;72;3;
388;52;0;0;大錘犬妖;4;73;3;
389;50;0;0;大斧犬妖;4;74;3;
390;56;0;0;邪惡箱;4;75;3;
391;32;0;0;無頭騎士;4;76;3;
392;61;0;0;幽靈劍士;4;77;3;
393;61;0;53;幽靈警備兵;4;78;3;
394;61;0;52;幽靈騎士;4;79;3;
395;65;0;0;石頭波利;5;42;4;
396;53;0;0;庫克雷;5;43;4;
397;38;0;0;綠腐屍;5;44;4;
398;47;0;0;鬼娃樹;5;45;4;
399;39;0;53;黃蜂哨兵;5;46;4;
400;66;0;0;白鼠;5;47;4;
401;65;0;58;石頭波利王;5;48;4;
402;48;0;0;哥布林;5;49;4;
403;48;0;0;哥布林戰士;5;50;4;
404;67;0;0;腐屍;5;51;4;
405;48;0;43;哥布林鬥士;5;52;4;
406;63;0;0;南瓜幽靈;5;53;4;
407;67;0;46;瘟疫腐屍;5;54;4;
408;37;0;0;幽靈波利;5;55;4;
409;38;0;47;幸福的綠腐屍;5;56;4;
410;30;0;0;假面鬼;5;57;4;
411;28;0;0;惡魔真菌;5;58;4;
412;53;0;63;堅盾庫克雷;5;59;4;
413;47;0;62;鬼娃樹長老;5;60;4;
414;54;0;0;魔鍋蛋;5;61;4;
415;25;0;0;黑蛇;5;62;4;
416;54;0;68;戲劇魔鍋蛋;5;63;3;
417;39;0;53;狂暴蜂兵;5;64;3;
418;59;0;0;骷髏守護者;5;65;3;
419;59;0;67;邪骸海盜;5;66;3;
420;66;0;65;狂暴鼠;5;67;3;
421;67;0;46;疫病腐屍;5;68;3;
422;59;0;67;骷髏軍官;5;69;3;
423;59;0;47;幸福的骷髏;5;70;3;
424;27;0;0;萬聖魔;5;71;3;
425;55;0;0;傀儡娃娃;5;72;3;
426;51;0;0;榔頭犬妖;5;73;3;
427;52;0;0;大錘犬妖;5;74;3;
428;50;0;0;大斧犬妖;5;75;3;
429;56;0;0;邪惡箱;5;76;3;
430;32;0;0;無頭騎士;5;77;3;
431;61;0;0;幽靈劍士;5;78;3;
432;61;0;53;幽靈警備兵;5;79;3;
433;61;0;52;幽靈騎士;5;80;3;
1000;55;0;0;傀儡娃娃;0;1;3;
1001;27;0;0;萬聖魔;0;1;3;
1002;57;0;0;殭屍;0;1;3;
1003;57;0;56;紅色螺母;0;1;2;
1004;66;0;0;白鼠;0;1;4;
1005;27;0;64;庫布里克;0;1;2;
1006;24;0;60;多蘿西;0;1;0;
1007;51;0;49;巨榔頭犬妖;0;1;3;
1008;52;0;49;巨錘犬妖;0;1;3;
1009;0;0;0;紅色魔力裝置;0;1;0;
1010;50;0;49;巨斧犬妖;0;1;4;
1011;0;0;0;反坦克地雷;0;1;5;
1012;33;0;0;闇神官;0;1;0;
1013;60;0;0;惡靈;0;1;4;
1014;60;0;54;狂暴惡靈;0;1;5;
1015;39;0;0;狂暴蜂兵;0;1;3;
1016;39;0;53;黃蜂守衛;0;1;3;
1017;0;0;0;死靈騎士;0;1;3;
1018;65;0;58;石頭波利王;0;1;3;
1019;0;0;0;燒烤爐;0;1;0;
1020;0;0;0;闇●劍士;0;1;4;
1021;0;0;0;闇●魔法師;0;1;4;
1022;0;0;0;闇●服事;0;1;4;
1023;0;0;0;十字刺客艾勒梅斯;0;1;4;
1024;0;0;0;超魔導師凱特莉娜;0;1;4;
1025;0;0;0;騎士領主賽依連;0;1;4;
1026;0;0;0;潘達克醫生;0;1;4;
1027;0;0;0;寶箱;0;1;0;
434;41;2;0;死靈;1;25;4;
435;41;2;0;死靈;2;26;4;
436;41;2;0;死靈;3;27;4;
437;41;2;0;死靈;4;29;4;
438;41;2;0;死靈;5;30;4;
439;42;0;0;神仙草;0;1;0;
440;43;0;0;領獎箱;0;1;0;
441;44;0;0;黑石;0;1;0;
442;4;2;0;狼獵犬;2;38;8;
443;6;1;31;獸人警衛兵;2;39;3;
444;7;2;42;石巨人士兵;2;40;2;
445;9;0;41;黑方體惡魔蠓;2;40;3;
446;9;0;39;黑方體惡魔神兵;2;40;3;
447;9;0;40;黑方體惡魔魂;2;40;3;
448;6;1;29;醜陋的獸人;2;40;3;
449;15;1;28;巨獸人戰士;2;40;3;
450;5;2;34;巨足巡禮者;2;41;3;
451;15;1;29;醜陋的巨獸人;2;41;3;
452;5;2;35;風之巨足;2;42;3;
453;5;2;33;神官巨足;2;42;3;
454;6;1;32;獸人狂戰士;2;42;3;
455;15;1;30;巨獸人司令官;2;42;3;
456;7;2;38;火之石巨人;2;43;2;
457;7;2;37;黑暗的石巨人;2;43;2;
458;7;2;36;天上的石巨人;2;43;2;
459;4;2;0;狼獵犬;3;39;8;
460;6;1;31;獸人警衛兵;3;40;3;
461;7;2;42;石巨人士兵;3;41;2;
462;9;0;41; 黑方體惡魔蠓;3;41;3;
463;9;0;39;黑方體惡魔神兵;3;41;3;
464;9;0;40;黑方體惡魔魂;3;41;3;
465;6;1;29;醜陋的獸人;3;41;3;
466;15;1;28;巨獸人戰士;3;41;3;
467;5;2;34;巨足巡禮者;3;42;3;
468;15;1;29;醜陋的巨獸人;3;42;3;
469;5;2;35;風之巨足;3;43;3;
470;5;2;33;神官巨足;3;43;3;
471;6;1;32;獸人狂戰士;3;43;3;
472;15;1;30;巨獸人司令官;3;43;3;
473;4;2;0;狼獵犬;4;40;8;
474;6;1;31;獸人警衛兵;4;41;4;
475;7;2;42;石巨人士兵;4;42;4;
476;9;0;41;黑方體惡魔蠓;4;42;4;
477;9;0;39;黑方體惡魔神兵;4;42;4;
478;9;0;40;黑方體惡魔魂;4;42;4;
479;6;1;29;醜陋的獸人;4;42;4;
480;15;1;28;巨獸人戰士;4;42;4;
481;5;2;34;巨足巡禮者;4;43;4;
482;15;1;29;醜陋的巨獸人;4;43;4;
483;5;2;35;風之巨足;4;44;4;
484;7;2;38;火之石巨人;4;44;4;
485;5;2;33;神官巨足;4;44;4;
486;7;2;37;黑暗的石巨人;4;44;4;
487;6;1;32;獸人狂戰士;4;44;4;
488;7;2;36;天上的石巨人;4;44;4;
489;15;1;30;巨獸人司令官;4;44;4;
490;13;1;0;醜陋的公爵;5;45;4;
491;45;2;0;瓦爾基里的化身;5;45;4;
492;46;2;0;莫妮卡的化身;5;85;3;
493;58;0;0;木乃伊;1;50;3;
494;60;0;0;惡靈;1;51;3;
495;60;0;54;狂暴惡靈;1;52;3;
496;33;0;0;闇神官;1;53;3;
497;29;0;48;迷幻之王;1;54;3;
498;29;0;0;黑暗之王;1;55;3;
499;26;0;0;嗜血怪客;1;58;4;
500;30;0;51;月光魔;1;59;4;
501;63;0;55;南瓜幽靈王;1;60;4;
502;64;0;0;銀月魔女;1;61;4;
503;31;0;0;海盜之王;1;70;4;
504;32;0;50;闇之無頭騎士;1;79;4;
505;37;0;45;幸福的幽靈波利;1;79;4;
506;56;0;57;狂暴邪惡箱;1;79;3;
507;24;0;0;愛麗絲;1;79;4;
508;62;0;0;飛行魔書;1;79;3;
509;24;0;59;狂暴愛麗絲;1;79;4;
510;49;0;0;卡利斯格;1;79;3;
511;80;2;0;深淵騎士;1;80;3;
512;58;0;0;木乃伊;2;51;3;
513;60;0;0;惡靈;2;52;3;
514;60;0;54;狂暴惡靈;2;53;3;
515;33;0;0;闇神官;2;54;3;
516;29;0;48;迷幻之王;2;55;3;
517;29;0;0;黑暗之王;2;56;3;
518;26;0;0;嗜血怪客;2;59;4;
519;30;0;51;月光魔;2;60;4;
520;63;0;55;南瓜幽靈王;2;61;4;
521;64;0;0;銀月魔女;2;62;4;
522;31;0;0;海盜之王;2;71;4;
523;32;0;50;闇之無頭騎士;2;79;4;
524;37;0;45;幸福的幽靈波利;2;79;4;
525;56;0;57;狂暴邪惡箱;2;79;3;
526;24;0;0;愛麗絲;2;79;4;
527;62;0;0;飛行魔書;2;79;3;
528;24;0;59;狂暴愛麗絲;2;79;4;
529;49;0;0;卡利斯格;2;79;3;
530;80;2;0;深淵騎士;2;80;3;
531;58;0;0;木乃伊;3;52;3;
532;60;0;0;惡靈;3;53;3;
533;60;0;54;狂暴惡靈;3;54;3;
534;33;0;0;闇神官;3;55;3;
535;29;0;48;迷幻之王;3;56;3;
536;29;0;0;黑暗之王;3;57;3;
537;26;0;0;嗜血怪客;3;60;4;
538;30;0;51;月光魔;3;61;4;
539;63;0;55;南瓜幽靈王;3;62;4;
540;64;0;0;銀月魔女;3;63;4;
541;31;0;0;海盜之王;3;72;4;
542;32;0;50;黑暗無顱武士;3;79;4;
543;37;0;45;幸福的幽靈波利;3;79;4;
544;56;0;57;狂暴邪惡箱;3;79;3;
545;24;0;0;愛麗絲女僕;3;79;4;
546;62;0;0;飛行魔書;3;79;3;
547;24;0;59;瘋狂愛麗絲;3;79;4;
548;49;0;0;卡利斯格;3;79;3;
549;80;2;0;深淵騎士;3;80;3;
550;58;0;0;木乃伊;4;53;3;
551;60;0;0;惡靈;4;54;3;
552;60;0;54;狂暴惡靈;4;55;3;
553;33;0;0;闇神官;4;56;3;
554;29;0;48;迷幻之王;4;57;3;
555;29;0;0;黑暗之王;4;58;3;
556;26;0;0;嗜血怪客;4;61;4;
557;30;0;51;月光魔;4;62;4;
558;63;0;55;南瓜幽靈王;4;63;4;
559;64;0;0;銀月魔女;4;64;4;
560;31;0;0;海盜之王;4;73;4;
561;32;0;50;黑暗無顱武士;4;79;4;
562;37;0;45;幸福的幽靈波利;4;79;4;
563;56;0;57;狂暴邪惡箱;4;79;3;
564;24;0;0;愛麗絲女僕;4;79;4;
565;62;0;0;飛行魔書;4;79;3;
566;24;0;59;瘋狂愛麗絲;4;79;4;
567;49;0;0;卡利斯格;4;79;3;
568;80;2;0;深淵騎士;4;80;3;
569;58;0;0;木乃伊;5;55;3;
570;60;0;0;惡靈;5;56;3;
571;60;0;54;狂暴惡靈;5;57;3;
572;33;0;0;闇神官;5;58;3;
573;29;0;48;迷幻之王;5;59;3;
574;29;0;0;黑暗之王;5;60;3;
575;26;0;0;嗜血怪客;5;62;4;
576;30;0;51;月光魔;5;63;4;
577;63;0;55;南瓜幽靈王;5;64;4;
578;64;0;0;銀月魔女;5;65;4;
579;31;0;0;海盜之王;5;74;4;
580;32;0;50;闇之無頭騎士;5;79;4;
581;37;0;45;幸福的幽靈波利;5;79;4;
582;56;0;57;狂暴邪惡箱;5;79;3;
583;24;0;0;愛麗絲;5;79;4;
584;62;0;0;飛行魔書;5;79;3;
585;24;0;59;狂暴愛麗絲;5;79;4;
586;49;0;0;卡利斯格;5;79;3;
587;80;2;0;深淵騎士;5;80;3;
588;68;0;0;腐屍戰俘;1;46;3;
