13;36;布爾靈果凍;230;978;1;閃閃發光的果凍。與珍貴的物體無疑。;
13;37;龍鱗;250;1005;1;龍的鱗片。對包含魔法的所有攻擊的防禦效果非常卓越。;
13;38;優質皮毛;233;1050;1;耐久度卓越的動物的皮毛碎塊。;
13;39;雪勒結晶;253;1125;1;一部分怪物中生出的小結晶。;
13;40;黑暗獸人之牙;238;1175;1;黑暗獸人的牙齒。價格不高，想著快點兒丟掉。;
13;41;腐爛的繃帶;254;1191;1;腐爛又老舊，沒有什麼價值的繃帶。;
13;42;天邪鬼粉末;221;1203;1;輕而軟的粉末。能夠感受到魔法的氣息。;
13;43;黑暗的碎片;222;1253;1;能夠感受到黑暗力量的黑色碎片。;
13;44;燃燒的心臟;255;1312;1;不斷生出異樣氣息的魔力心臟。;
13;45;絕交的微笑;279;0;1;與最好的朋友消除朋友誓言。;
13;46;拍賣秘訣書;209;0;1;將在競買場註冊道具的時間延長7日。;
13;47;金幣;382;0;0;可使用金幣購買高級項目(20 個金幣可以組合成1個金條);
13;48;變幻劑;214;800;1;組合1~2等級卡片時使用的材料。;
13;49;高級變幻劑;213;0;1;組合3等級卡片時使用的材料。;
13;50;徽章;388;0;0;沒有什麼能夠比在戰場上獲勝更加令人振奮的了。;
13;51;黑暗的灰;255;50;0;能夠一次移動至遺忘之塔的上部。;
13;52;進化藥水;403;300;0;能使寵物進化的神奇藥水。;
13;53;卡片移除藥水;263;400;0;卡片移除專用藥水;
13;54;巨大傑勒比結晶;243;866;1;不知道是屬於那裡的….反正是一個大塊傑勒比結晶;
13;55;蟲殼;441;895;1;很難切開的堅硬外殼。;
13;56;死者的牙齒;442;924;1;死者已經腐爛的牙齒。;
13;57;吊掛娃娃;443;953;1;被繩子掛起來的娃娃,攜帶的話好像會被詛咒的樣子。;
13;58;蜂膠;444;982;1;從蜂蜜收集來的物品,此物品蜂后專門食用的食品,對身體健康有相當幫助;
13;59;老鼠尾巴;445;1011;1;非常細的老鼠尾巴，可以買給商人。;
13;60;哥布林面具;446;1040;1;哥布靈族戴的假面,帶的時候會被人指指點點。;
13;61;南瓜燈籠;447;1069;1;把南瓜挖空裡面放蠟燭,從好笑的臉部表情中透露出光芒,是一個好笑的燈籠。;
13;62;透明的布條;448;1098;1;不可思議非常透明的布料。可以賣給商人。;
13;63;紅色的書;449;1127;1;寫著不明文字的古代書籍。;
13;64;紅色圍巾;450;1156;1;很紅的紅色圍巾。;
13;65;破舊平底鍋;451;1185;1;破舊的平底鍋,用這平底鍋再做料理已經是不可能了,賣給收集品商人。;
13;66;毒液;452;1214;1;蟒蛇的毒液稍微碰到就會立即死亡。;
13;67;死人遺骨;453;1243;1;不死的邪骸戰士的骨頭。可向收集商購買。;
13;68;黑色衣料;454;1272;1;黑色小衣料,在黑暗的地方是看不到的。;
13;69;金色髪絲;455;1301;1;具魅惑的金色頭髮，可以賣給商人。;
13;70;鋼鐵;456;1330;1;鐵與煤炭精煉後，可以使其強度更高，製造出來的武器或防具硬度更高。;
13;71;古老的箱子;457;1359;1;從沒使用過的老舊箱子。;
13;72;無頭騎士的鎧甲片;458;1388;1;無頭騎士身上鎧甲的一部分碎片。;
13;73;老舊的帽子;459;1417;1;似乎已經使用很長一段時間。;
13;74;破舊書頁;460;1446;1;破舊的書的內頁。雖然字體已經模糊不清,但仍舊可以隱約看到上面寫著某些文字。可向收集商人購買。;
13;75;愛麗絲的圍裙;461;1475;1;愛麗斯的圍裙,可賣給蒐集品商人;
13;76;效忠的證據;462;1504;1;把幻想花的根調製後所製成的藥水。使用時增加經驗值。;
13;77;高級工程圖;467;0;0;3級材料製作時所需要的圖紙;
13;78;金塊;468;0;0;20個金塊可以組合成1個金條。;
13;79;空間移動券;202;0;0;使用地圖進行空間移動時使用的門票。;
13;80;銀牌;383;0;0;活動物品. (20個銀牌可變更為1個金牌);
13;81;金牌;382;0;0;活動物品. (1個金牌可變更為20個銀牌);
13;82;月餅;393;60;0;中秋活動物品(任務) [蘭伯特村/巴露戴爾全地圖菁英級以上的怪物身上可獲得];END;
